datasetID,eventID,occurrenceID,kingdom,scientificName,scientificNameID,taxonID,identificationReferences,lifeStage,basisOfRecord,samplingProtocol,ocurrenceStatus
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Aglantha_digitale_?_?_TWINRING_150UM_MICROSCOPY_0.1526_12_2017-08-20T22:48:00,Animalia,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,117849,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Calanoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.1838_12_2017-08-20T22:48:00,Animalia,Calanoida,urn:lsid:marinespecies.org:taxname:1100,1100,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.2739_12_2017-08-20T22:48:00,Animalia,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,123084,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Cirripedia_cyprid_?_TWINRING_150UM_MICROSCOPY_0.2947_12_2017-08-20T22:48:00,Animalia,Cirripedia,urn:lsid:marinespecies.org:taxname:1082,1082,WoRMS,cyprid,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.3122_12_2017-08-20T22:48:00,Animalia,Calanus glacialis/marshallae,urn:lsid:marinespecies.org:taxname:196770,196770,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Gastropoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.3277_12_2017-08-20T22:48:00,Animalia,Gastropoda,urn:lsid:marinespecies.org:taxname:101,101,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Acartia_?_?_TWINRING_150UM_MICROSCOPY_0.3791_12_2017-08-20T22:48:00,Animalia,Acartia,urn:lsid:marinespecies.org:taxname:104108,104108,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Acartia_longiremis_?_?_TWINRING_150UM_MICROSCOPY_0.4872_12_2017-08-20T22:48:00,Animalia,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,104257,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Bivalvia_?_?_TWINRING_150UM_MICROSCOPY_0.7778_12_2017-08-20T22:48:00,Animalia,Bivalvia,urn:lsid:marinespecies.org:taxname:105,105,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Echinodermata_bipinnaria_?_TWINRING_150UM_MICROSCOPY_0.9783_12_2017-08-20T22:48:00,Animalia,Echinodermata,urn:lsid:marinespecies.org:taxname:1806,1806,WoRMS,bipinnaria,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Cirripedia_nauplii_?_TWINRING_150UM_MICROSCOPY_1.8726_12_2017-08-20T22:48:00,Animalia,Cirripedia,urn:lsid:marinespecies.org:taxname:1082,1082,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Oithona_similis_?_?_TWINRING_150UM_MICROSCOPY_3.1294_12_2017-08-20T22:48:00,Animalia,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,106656,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Centropages_abdominalis_?_?_TWINRING_150UM_MICROSCOPY_3.9523_12_2017-08-20T22:48:00,Animalia,Centropages abdominalis,urn:lsid:marinespecies.org:taxname:196774,196774,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_BBL1_2017-08-20T22:48:00Z,AMBON_Zooplankton_2017_BBL1_?_Polychaeta_larvae_?_TWINRING_150UM_MICROSCOPY_4.5245_12_2017-08-20T22:48:00,Animalia,Polychaeta,urn:lsid:marinespecies.org:taxname:883,883,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Pisces_larvae_?_TWINRING_150UM_MICROSCOPY_nan_13_2017-08-17T15:24:00,Animalia,Pisces,urn:lsid:marinespecies.org:taxname:11676,11676,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Isopoda_?_?_TWINRING_150UM_MICROSCOPY_nan_13_2017-08-17T15:24:00,Animalia,Isopoda,urn:lsid:marinespecies.org:taxname:1131,1131,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Rotifera_?_?_TWINRING_150UM_MICROSCOPY_1e-05_13_2017-08-17T15:24:00,Animalia,Rotifera,urn:lsid:marinespecies.org:taxname:14260,14260,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Harpacticoida_?_?_TWINRING_150UM_MICROSCOPY_0.0006_13_2017-08-17T15:24:00,Animalia,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1102,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Harpacticoida_?_?_TWINRING_150UM_MICROSCOPY_0.0007_13_2017-08-17T15:24:00,Animalia,Harpacticoida,urn:lsid:marinespecies.org:taxname:1102,1102,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Cyclopoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.002_13_2017-08-17T15:24:00,Animalia,Cyclopoida,urn:lsid:marinespecies.org:taxname:1101,1101,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.0038_13_2017-08-17T15:24:00,Animalia,Calanus glacialis/marshallae,urn:lsid:marinespecies.org:taxname:196770,196770,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Limacina_helicina_?_?_TWINRING_150UM_MICROSCOPY_0.0083_13_2017-08-17T15:24:00,Animalia,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,140223,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Pseudocalanus_newmani_?_?_TWINRING_150UM_MICROSCOPY_0.0148_13_2017-08-17T15:24:00,Animalia,Pseudocalanus newmani,urn:lsid:marinespecies.org:taxname:157679,157679,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Obelia_longissima_?_?_TWINRING_150UM_MICROSCOPY_0.0167_13_2017-08-17T15:24:00,Animalia,Obelia longissima,urn:lsid:marinespecies.org:taxname:117389,117389,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Pseudocalanus_male_male_TWINRING_150UM_MICROSCOPY_0.0183_13_2017-08-17T15:24:00,Animalia,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,104165,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Parasagitta_elegans_?_?_TWINRING_150UM_MICROSCOPY_0.0304_13_2017-08-17T15:24:00,Animalia,Parasagitta elegans,urn:lsid:marinespecies.org:taxname:105440,105440,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Pseudocalanus_acuspes_?_?_TWINRING_150UM_MICROSCOPY_0.0618_13_2017-08-17T15:24:00,Animalia,Pseudocalanus acuspes,urn:lsid:marinespecies.org:taxname:104514,104514,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Cirripedia_nauplii_?_TWINRING_150UM_MICROSCOPY_0.077_13_2017-08-17T15:24:00,Animalia,Cirripedia,urn:lsid:marinespecies.org:taxname:1082,1082,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.096_13_2017-08-17T15:24:00,Animalia,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,123084,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Podon_leuckartii_?_?_TWINRING_150UM_MICROSCOPY_0.11_13_2017-08-17T15:24:00,Animalia,Podon leuckartii,urn:lsid:marinespecies.org:taxname:106277,106277,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Fritillaria_borealis_?_?_TWINRING_150UM_MICROSCOPY_0.117_13_2017-08-17T15:24:00,Animalia,Fritillaria borealis,urn:lsid:marinespecies.org:taxname:103375,103375,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Eurytemora_herdmani_?_?_TWINRING_150UM_MICROSCOPY_0.1422_13_2017-08-17T15:24:00,Animalia,Eurytemora herdmani,urn:lsid:marinespecies.org:taxname:157670,157670,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Gastropoda_larvae_?_TWINRING_150UM_MICROSCOPY_0.1476_13_2017-08-17T15:24:00,Animalia,Gastropoda,urn:lsid:marinespecies.org:taxname:101,101,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Eurytemora_?_?_TWINRING_150UM_MICROSCOPY_0.1779_13_2017-08-17T15:24:00,Animalia,Eurytemora,urn:lsid:marinespecies.org:taxname:104240,104240,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Melicertum_octocostatum_?_?_TWINRING_150UM_MICROSCOPY_0.1926_13_2017-08-17T15:24:00,Animalia,Melicertum octocostatum,urn:lsid:marinespecies.org:taxname:117743,117743,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Echinodermata_bipinnaria_?_TWINRING_150UM_MICROSCOPY_0.2021_13_2017-08-17T15:24:00,Animalia,Echinodermata,urn:lsid:marinespecies.org:taxname:1806,1806,WoRMS,bipinnaria,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Calanoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.2027_13_2017-08-17T15:24:00,Animalia,Calanoida,urn:lsid:marinespecies.org:taxname:1100,1100,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Echinodermata_larvae_?_TWINRING_150UM_MICROSCOPY_0.2951_13_2017-08-17T15:24:00,Animalia,Echinodermata,urn:lsid:marinespecies.org:taxname:1806,1806,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Bivalvia_?_?_TWINRING_150UM_MICROSCOPY_0.3559_13_2017-08-17T15:24:00,Animalia,Bivalvia,urn:lsid:marinespecies.org:taxname:105,105,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Pseudocalanus_?_?_TWINRING_150UM_MICROSCOPY_0.4078_13_2017-08-17T15:24:00,Animalia,Pseudocalanus,urn:lsid:marinespecies.org:taxname:104165,104165,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Acartia_hudsonica_?_?_TWINRING_150UM_MICROSCOPY_0.5039_13_2017-08-17T15:24:00,Animalia,Acartia hudsonica,urn:lsid:marinespecies.org:taxname:157664,157664,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Acartia_longiremis_?_?_TWINRING_150UM_MICROSCOPY_0.5732_13_2017-08-17T15:24:00,Animalia,Acartia longiremis,urn:lsid:marinespecies.org:taxname:104257,104257,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Acartia_?_?_TWINRING_150UM_MICROSCOPY_0.634_13_2017-08-17T15:24:00,Animalia,Acartia,urn:lsid:marinespecies.org:taxname:104108,104108,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Aglantha_digitale_?_?_TWINRING_150UM_MICROSCOPY_0.7644_13_2017-08-17T15:24:00,Animalia,Aglantha digitale,urn:lsid:marinespecies.org:taxname:117849,117849,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Cirripedia_cyprid_?_TWINRING_150UM_MICROSCOPY_1.1199_13_2017-08-17T15:24:00,Animalia,Cirripedia,urn:lsid:marinespecies.org:taxname:1082,1082,WoRMS,cyprid,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Oithona_similis_?_?_TWINRING_150UM_MICROSCOPY_1.9822_13_2017-08-17T15:24:00,Animalia,Oithona similis,urn:lsid:marinespecies.org:taxname:106656,106656,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Centropages_abdominalis_?_?_TWINRING_150UM_MICROSCOPY_2.0426_13_2017-08-17T15:24:00,Animalia,Centropages abdominalis,urn:lsid:marinespecies.org:taxname:196774,196774,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML1.1_2017-08-17T15:24:00Z,AMBON_Zooplankton_2017_ML1.1_?_Polychaeta_larvae_?_TWINRING_150UM_MICROSCOPY_4.1109_13_2017-08-17T15:24:00,Animalia,Polychaeta,urn:lsid:marinespecies.org:taxname:883,883,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Isopoda_?_?_TWINRING_150UM_MICROSCOPY_nan_16_2017-08-17T06:18:00,Animalia,Isopoda,urn:lsid:marinespecies.org:taxname:1131,1131,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Rotifera_?_?_TWINRING_150UM_MICROSCOPY_1e-05_16_2017-08-17T06:18:00,Animalia,Rotifera,urn:lsid:marinespecies.org:taxname:14260,14260,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Amphipoda_?_?_TWINRING_150UM_MICROSCOPY_0.0003_16_2017-08-17T06:18:00,Animalia,Amphipoda,urn:lsid:marinespecies.org:taxname:1135,1135,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Obelia_longissima_?_?_TWINRING_150UM_MICROSCOPY_0.001_16_2017-08-17T06:18:00,Animalia,Obelia longissima,urn:lsid:marinespecies.org:taxname:117389,117389,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Microsetella_?_?_TWINRING_150UM_MICROSCOPY_0.0018_16_2017-08-17T06:18:00,Animalia,Microsetella,urn:lsid:marinespecies.org:taxname:115341,115341,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Limacina_helicina_?_?_TWINRING_150UM_MICROSCOPY_0.0019_16_2017-08-17T06:18:00,Animalia,Limacina helicina,urn:lsid:marinespecies.org:taxname:140223,140223,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Tortanus_discaudatus_?_?_TWINRING_150UM_MICROSCOPY_0.0031_16_2017-08-17T06:18:00,Animalia,Tortanus discaudatus,urn:lsid:marinespecies.org:taxname:157684,157684,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Cyclopoida_nauplii_?_TWINRING_150UM_MICROSCOPY_0.0032_16_2017-08-17T06:18:00,Animalia,Cyclopoida,urn:lsid:marinespecies.org:taxname:1101,1101,WoRMS,nauplii,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Calanus_glacialis_marshallae_?_?_TWINRING_150UM_MICROSCOPY_0.0042_16_2017-08-17T06:18:00,Animalia,Calanus glacialis/marshallae,urn:lsid:marinespecies.org:taxname:196770,196770,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Gammaridae_?_?_TWINRING_150UM_MICROSCOPY_0.0062_16_2017-08-17T06:18:00,Animalia,Gammaridae,urn:lsid:marinespecies.org:taxname:101383,101383,WoRMS, ,HumanObservation,TWINRING_150UM_MICROSCOPY,present
AMBON_Zooplankton_2017,AMBON_Zooplankton_2017_ML3.1_2017-08-17T06:18:00Z,AMBON_Zooplankton_2017_ML3.1_?_Ophiuroidea_larvae_?_TWINRING_150UM_MICROSCOPY_0.0062_16_2017-08-17T06:18:00,Animalia,Ophiuroidea,urn:lsid:marinespecies.org:taxname:123084,123084,WoRMS,larvae,HumanObservation,TWINRING_150UM_MICROSCOPY,present
