"scientificName","eventID","occurrenceID","occurrenceStatus","acceptedname","acceptedID","scientificNameID","kingdom","phylum","class","order","family","genus","scientificNameAuthorship","taxonRank"
"Madracis auretenra","St. John_356_3","63bedd7f-ea9a-11e9-8649-49c6324f3a06","absent","Madracis auretenra","430664","urn:lsid:marinespecies.org:taxname:430664","Animalia","Cnidaria","Anthozoa","Scleractinia","Pocilloporidae","Madracis","Locke, Weil & Coates, 2007","Species"
"Mussa angulosa","St. John_250_1","63beb685-ea9a-11e9-8649-49c6324f3a06","present","Mussa angulosa","216135","urn:lsid:marinespecies.org:taxname:216135","Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Mussa","(Pallas, 1766)","Species"
"Mussa angulosa","St. John_250_2","63beb689-ea9a-11e9-8649-49c6324f3a06","absent","Mussa angulosa","216135","urn:lsid:marinespecies.org:taxname:216135","Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Mussa","(Pallas, 1766)","Species"
"Mussa angulosa","St. John_250_3","63beb68d-ea9a-11e9-8649-49c6324f3a06","present","Mussa angulosa","216135","urn:lsid:marinespecies.org:taxname:216135","Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Mussa","(Pallas, 1766)","Species"
"Mussa angulosa","St. John_356_1","63bedd78-ea9a-11e9-8649-49c6324f3a06","present","Mussa angulosa","216135","urn:lsid:marinespecies.org:taxname:216135","Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Mussa","(Pallas, 1766)","Species"
"Mussa angulosa","St. John_356_2","63bedd7c-ea9a-11e9-8649-49c6324f3a06","absent","Mussa angulosa","216135","urn:lsid:marinespecies.org:taxname:216135","Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Mussa","(Pallas, 1766)","Species"
"Mussa angulosa","St. John_356_3","63bedd80-ea9a-11e9-8649-49c6324f3a06","absent","Mussa angulosa","216135","urn:lsid:marinespecies.org:taxname:216135","Animalia","Cnidaria","Anthozoa","Scleractinia","Faviidae","Mussa","(Pallas, 1766)","Species"
"Siderastrea radians","St. John_250_1","63beb686-ea9a-11e9-8649-49c6324f3a06","absent","Siderastrea radians","207517","urn:lsid:marinespecies.org:taxname:207517","Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Siderastrea","(Pallas, 1766)","Species"
"Siderastrea radians","St. John_250_2","63beb68a-ea9a-11e9-8649-49c6324f3a06","absent","Siderastrea radians","207517","urn:lsid:marinespecies.org:taxname:207517","Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Siderastrea","(Pallas, 1766)","Species"
"Siderastrea radians","St. John_250_3","63beb68e-ea9a-11e9-8649-49c6324f3a06","absent","Siderastrea radians","207517","urn:lsid:marinespecies.org:taxname:207517","Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Siderastrea","(Pallas, 1766)","Species"
"Siderastrea radians","St. John_356_1","63bedd79-ea9a-11e9-8649-49c6324f3a06","present","Siderastrea radians","207517","urn:lsid:marinespecies.org:taxname:207517","Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Siderastrea","(Pallas, 1766)","Species"
"Siderastrea radians","St. John_356_2","63bedd7d-ea9a-11e9-8649-49c6324f3a06","present","Siderastrea radians","207517","urn:lsid:marinespecies.org:taxname:207517","Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Siderastrea","(Pallas, 1766)","Species"
"Siderastrea radians","St. John_356_3","63bf0472-ea9a-11e9-8649-49c6324f3a06","present","Siderastrea radians","207517","urn:lsid:marinespecies.org:taxname:207517","Animalia","Cnidaria","Anthozoa","Scleractinia","Siderastreidae","Siderastrea","(Pallas, 1766)","Species"
