"","organization","work_area","project","survey","site_id","date","sampling_bout","dive_supervisor","collector","hakai_id","sample_type","depth","transect_dist","collected_start","collected_end","bag_uid","bag_number","density_range","substrate","patchiness","adj_habitat_1","adj_habitat_2","sample_collected","vegetation_1","vegetation_2","comments","quality_log"
"11","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2017-05-19,1,"gillian,gillian.sadlierbrown","kyle","7090","seagrass_habitat",3.4,"20 - 25",2017-05-19 16:52:56,2017-05-19 16:58:08,"7090",1008,NA,"sand,shell hash","< 1","sand",NA,TRUE,NA,NA,NA,NA
"12","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE1",2017-05-19,1,"gillian,gillian.sadlierbrown","kyle","7101","seagrass_habitat",3.3,"25 - 30",2017-05-19 16:52:56,2017-05-19 16:58:08,"7101",1004,NA,"sand,shell hash","1 - 2","sand",NA,TRUE,NA,NA,NA,NA
"13","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2017-05-19,3,"gillian,gillian.sadlierbrown",NA,"7031","seagrass_habitat",4.8,"0 - 5",2017-05-19 21:54:14,2017-05-19 21:59:31,"7031",301,NA,"sand,shell hash","< 1","standing kelp",NA,TRUE,"des",NA,NA,NA
"14","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2017-05-19,3,"gillian,gillian.sadlierbrown",NA,"2017-05-19_CHOKED_PASS_EDGE3_5 - 10","seagrass_habitat",4.8,"5 - 10",2017-05-19 21:54:14,2017-05-19 21:59:31,NA,NA,NA,"sand,shell hash","< 1","standing kelp",NA,FALSE,"des",NA,NA,NA
"15","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2017-05-19,3,"gillian,gillian.sadlierbrown",NA,"7109","seagrass_habitat",4.8,"10 - 15",2017-05-19 21:54:14,2017-05-19 21:59:31,"7109",324,NA,"sand,shell hash","1 - 2","standing kelp",NA,TRUE,"des",NA,NA,NA
"16","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2017-05-19,3,"gillian,gillian.sadlierbrown",NA,"2017-05-19_CHOKED_PASS_EDGE3_15 - 20","seagrass_habitat",4.8,"15 - 20",2017-05-19 21:54:14,2017-05-19 21:59:31,NA,NA,NA,"sand,shell hash","< 1","standing kelp",NA,FALSE,"des",NA,NA,NA
"17","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2017-05-19,3,"gillian,gillian.sadlierbrown",NA,"7102","seagrass_habitat",4.8,"20 - 25",2017-05-19 21:54:14,2017-05-19 21:59:31,"7102",850,NA,"sand,shell hash","< 1","standing kelp",NA,TRUE,"des",NA,NA,NA
"18","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE3",2017-05-19,3,"gillian,gillian.sadlierbrown",NA,"7064","seagrass_habitat",4.8,"25 - 30",2017-05-19 21:54:14,2017-05-19 21:59:31,"7064",933,NA,"sand,shell hash","< 1","standing kelp",NA,TRUE,"des",NA,NA,NA
"19","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2017-07-03,5,"angeleen","tanya","2352","seagrass_habitat",2.4,"0 - 5",2017-07-03 17:25:11,2017-07-03 17:30:18,"2352",324,NA,"mud,sand","< 1","seagrass",NA,TRUE,"zm",NA,NA,NA
"20","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2017-07-03,5,"angeleen","tanya","2017-07-03_PRUTH_BAY_INTERIOR5_5 - 10","seagrass_habitat",2.4,"5 - 10",2017-07-03 17:25:11,2017-07-03 17:30:18,NA,NA,NA,"mud,sand","< 1","seagrass",NA,FALSE,"zm",NA,NA,NA
"21","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2017-07-03,5,"angeleen","tanya","2669","seagrass_habitat",2.4,"10 - 15",2017-07-03 17:25:11,2017-07-03 17:30:18,"2669",1005,NA,"mud,sand","< 1","seagrass",NA,TRUE,"zm",NA,NA,NA
"22","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2017-07-03,5,"angeleen","tanya","2017-07-03_PRUTH_BAY_INTERIOR5_15 - 20","seagrass_habitat",2.4,"15 - 20",2017-07-03 17:25:11,2017-07-03 17:30:18,NA,NA,NA,"mud,sand","< 1","seagrass",NA,FALSE,"zm",NA,NA,NA
"23","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2017-07-03,5,"angeleen","tanya","2681","seagrass_habitat",2.4,"20 - 25",2017-07-03 17:25:11,2017-07-03 17:30:18,"2681",722,NA,"mud,sand","< 1","seagrass",NA,TRUE,"zm",NA,NA,NA
"24","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_INTERIOR5",2017-07-03,5,"angeleen","tanya","2375","seagrass_habitat",2.3,"25 - 30",2017-07-03 17:25:11,2017-07-03 17:30:18,"2375",1008,NA,"mud,sand","< 1","seagrass",NA,TRUE,"zm",NA,NA,NA
"25","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-08-25,5,"angeleen,carolyn","zach","10255","seagrass_habitat",5.3,"0 - 5",2017-08-25 16:32:19,2017-08-25 16:38:29,"10255",3506,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des",NA,NA,NA
"26","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-08-25,5,"angeleen,carolyn","zach","10221","seagrass_habitat",5.2,"5 - 10",2017-08-25 16:32:19,2017-08-25 16:38:29,"10221",124,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des",NA,NA,"1: Extra shoots"
"27","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-08-25,5,"angeleen,carolyn","zach","10245","seagrass_habitat",5.2,"10 - 15",2017-08-25 16:32:19,2017-08-25 16:38:29,"10245",3504,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des","agarum",NA,NA
"28","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-08-25,5,"angeleen,carolyn","zach","10229","seagrass_habitat",5.4,"15 - 20",2017-08-25 16:32:19,2017-08-25 16:38:29,"10229",906,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Extra shoots"
"29","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-08-25,5,"angeleen,carolyn","zach","10082","seagrass_habitat",5.4,"20 - 25",2017-08-25 16:32:19,2017-08-25 16:38:29,"10082",3505,NA,"sand,shell hash","2 - 3","seagrass",NA,TRUE,"des",NA,NA,NA
"30","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR5",2017-08-25,5,"angeleen,carolyn","zach","10075","seagrass_habitat",5.4,"25 - 30",2017-08-25 16:32:19,2017-08-25 16:38:29,"10075",3507,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des",NA,NA,NA
"31","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_EDGE3",2017-08-28,3,"angeleen,gillian","zach","10023","seagrass_habitat",5.6,"0 - 5",2017-08-28 17:37:08,2017-08-28 17:47:15,"10023",3555,NA,"sand,gravel","4 - 5","standing kelp",NA,TRUE,NA,NA,NA,"1: Macro, BGB=10037"
"32","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_EDGE3",2017-08-28,3,"angeleen,gillian","zach","2017-08-28_TRIQUET_NORTH_EDGE3_5 - 10","seagrass_habitat",5.5,"5 - 10",2017-08-28 17:37:08,2017-08-28 17:47:15,NA,NA,NA,"sand,shell hash","4 - 5","standing kelp",NA,FALSE,"macro",NA,NA,"1: Macro"
"33","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_EDGE3",2017-08-28,3,"angeleen,gillian","zach","10033","seagrass_habitat",5.73525,"10 - 15",2017-08-28 17:37:08,2017-08-28 17:47:15,"10033",3525,NA,"sand,shell hash","1 - 2","standing kelp",NA,TRUE,NA,NA,NA,"1: Macro, BGB=10214"
"34","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_EDGE3",2017-08-28,3,"angeleen,gillian","zach","2017-08-28_TRIQUET_NORTH_EDGE3_15 - 20","seagrass_habitat",5.9,"15 - 20",2017-08-28 17:37:08,2017-08-28 17:47:15,NA,NA,NA,"sand,shell hash","4 - 5","standing kelp",NA,FALSE,"des",NA,NA,"1: Macro"
"35","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_EDGE3",2017-08-28,3,"angeleen,gillian","zach","8964","seagrass_habitat",6.1,"20 - 25",2017-08-28 17:37:08,2017-08-28 17:47:15,"8964",3551,NA,"sand,shell hash","4 - 5","standing kelp",NA,TRUE,"macro",NA,NA,"1: Macro, bgb=10008"
"36","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_EDGE3",2017-08-28,3,"angeleen,gillian","zach","10076","seagrass_habitat",6.1,"25 - 30",2017-08-28 17:37:08,2017-08-28 17:47:15,"10076",3519,NA,"sand,shell hash","4 - 5","standing kelp",NA,TRUE,"macro",NA,NA,"1: Macr, bgb=10148"
"37","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2017-08-28,5,"angeleen,gillian","zach","10127","seagrass_habitat",4.4,"0 - 5",2017-08-28 18:41:34,2017-08-28 18:46:43,"10127",3534,NA,"sand,shell hash","3 - 4","seagrass","standing kelp",TRUE,NA,NA,NA,"1: Standing is macro, bgb 10147"
"38","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2017-08-28,5,"angeleen,gillian","zach","10048","seagrass_habitat",4.1,"5 - 10",2017-08-28 18:41:34,2017-08-28 18:46:43,"10048",356,NA,"sand,shell hash","2 - 3","seagrass","standing kelp",TRUE,"macro",NA,NA,"1: Standing macro"
"39","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2017-08-28,5,"angeleen,gillian","zach","8925","seagrass_habitat",3.9,"10 - 15",2017-08-28 18:41:34,2017-08-28 18:46:43,"8925",907,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Bgb 10049"
"40","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2017-08-28,5,"angeleen,gillian","zach","8914","seagrass_habitat",3.5,"15 - 20",2017-08-28 18:41:34,2017-08-28 18:46:43,"8914",3015,NA,"sand,shell hash","1 - 2","seagrass",NA,TRUE,NA,NA,NA,NA
"41","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2017-08-28,5,"angeleen,gillian","zach","10078","seagrass_habitat",3.2,"20 - 25",2017-08-28 18:41:34,2017-08-28 18:46:43,"10078",3518,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Bgb 10143"
"42","HAKAI","CALVERT","MARINEGEO","TRIQUET_NORTH","TRIQUET_NORTH_INTERIOR5",2017-08-28,5,"angeleen,gillian","zach","10145","seagrass_habitat",3.6,"25 - 30",2017-08-28 18:41:34,2017-08-28 18:46:43,"10145",3517,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,"1: Bgb 10203"
"43","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE2",2017-08-29,2,"angeleen","zach","10181","seagrass_habitat",2.5,"0 - 5",2017-08-29 17:22:41,2017-08-29 17:32:54,"10181",3501,NA,"sand,shell hash","< 1","sand",NA,TRUE,NA,NA,NA,"1: Bgb uid 10118"
"44","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE2",2017-08-29,2,"angeleen","zach","2017-08-29_MCMULLIN_NORTH_EDGE2_5 - 10","seagrass_habitat",2.5,"5 - 10",2017-08-29 17:22:41,2017-08-29 17:32:54,NA,NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,NA,NA,NA,NA
"45","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE2",2017-08-29,2,"angeleen","zach","10160","seagrass_habitat",2.3,"10 - 15",2017-08-29 17:22:41,2017-08-29 17:32:54,"10160",101,NA,"sand,shell hash","< 1","sand",NA,TRUE,NA,NA,NA,"1: Bgb uid 10193"
"46","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE2",2017-08-29,2,"angeleen","zach","2017-08-29_MCMULLIN_NORTH_EDGE2_15 - 20","seagrass_habitat",2.2,"15 - 20",2017-08-29 17:22:41,2017-08-29 17:32:54,NA,NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,NA,NA,NA,NA
"47","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE2",2017-08-29,2,"angeleen","zach","10170","seagrass_habitat",2.1,"20 - 25",2017-08-29 17:22:41,2017-08-29 17:32:54,"10170",106,NA,"sand,shell hash","< 1","sand",NA,TRUE,NA,NA,NA,"1: Bgb uid 10205"
"48","HAKAI","CALVERT","MARINEGEO","MCMULLIN_NORTH","MCMULLIN_NORTH_EDGE2",2017-08-29,2,"angeleen","zach","10196","seagrass_habitat",2,"25 - 30",2017-08-29 17:22:41,2017-08-29 17:32:54,"10196",501,NA,"sand,shell hash","< 1","sand",NA,TRUE,NA,NA,NA,"1: Bgb uid 10060"
"49","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2017-09-01,1,"angeleen,gillian","kyle","11131","seagrass_habitat",3,"0 - 5",2017-09-01 18:44:43,2017-09-01 18:55:53,"11131",3513,NA,"sand,detritus","< 1","sand",NA,TRUE,NA,NA,NA,"1: bgb uid 11025"
"50","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2017-09-01,1,"angeleen,gillian","kyle","2017-09-01_KOEYE_ESTUARY_EDGE1_5 - 10","seagrass_habitat",2.8,"5 - 10",2017-09-01 18:44:43,2017-09-01 18:55:53,NA,NA,NA,"sand,detritus","< 1","sand",NA,FALSE,NA,NA,NA,NA
"51","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2017-09-01,1,"angeleen,gillian","kyle","10851","seagrass_habitat",2.7,"10 - 15",2017-09-01 18:44:43,2017-09-01 18:55:53,"10851",3519,NA,"sand,detritus","< 1","sand",NA,TRUE,NA,NA,NA,"1: bgb uid 10851"
"52","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2017-09-01,1,"angeleen,gillian","kyle","2017-09-01_KOEYE_ESTUARY_EDGE1_15 - 20","seagrass_habitat",2.7,"15 - 20",2017-09-01 18:44:43,2017-09-01 18:55:53,NA,NA,NA,"sand,detritus","< 1","sand",NA,FALSE,NA,NA,NA,NA
"53","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2017-09-01,1,"angeleen,gillian","kyle","10833","seagrass_habitat",2.7,"20 - 25",2017-09-01 18:44:43,2017-09-01 18:55:53,"10833",907,NA,"sand,detritus","< 1","sand",NA,TRUE,NA,NA,NA,"1: bgb uid 10924"
"54","HAKAI","CALVERT","MARINEGEO","KOEYE_ESTUARY","KOEYE_ESTUARY_EDGE1",2017-09-01,1,"angeleen,gillian","kyle","11133","seagrass_habitat",2.6,"25 - 30",2017-09-01 18:44:43,2017-09-01 18:55:53,"11133",3535,NA,"sand,detritus","< 1","sand",NA,TRUE,"scytosiphon",NA,NA,"1: bgb uid 10943"
"55","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2018-02-19,2,"gillian","ben","11081","seagrass_habitat",4.1,"0 - 5",2018-02-19 20:33:43,2018-02-19 20:38:55,"11081",3211,NA,"mud,sand","1 - 2","sand",NA,TRUE,NA,NA,NA,NA
"56","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2018-02-19,2,"gillian","ben","2018-02-19_PRUTH_BAY_EDGE2_5 - 10","seagrass_habitat",4.3,"5 - 10",2018-02-19 20:33:43,2018-02-19 20:38:55,NA,NA,NA,"mud,sand","< 1","sand",NA,FALSE,NA,NA,NA,NA
"57","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2018-02-19,2,"gillian","ben","2018-02-19_PRUTH_BAY_EDGE2_10 - 15","seagrass_habitat",4.4,"10 - 15",2018-02-19 20:33:43,2018-02-19 20:38:55,NA,NA,NA,"mud,sand","< 1","sand",NA,FALSE,NA,NA,NA,NA
"58","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2018-02-19,2,"gillian","ben","11077","seagrass_habitat",4.6,"15 - 20",2018-02-19 20:33:43,2018-02-19 20:38:55,"11077",804,NA,"mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA
"59","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2018-02-19,2,"gillian","ben","2018-02-19_PRUTH_BAY_EDGE2_20 - 25","seagrass_habitat",4.7,"20 - 25",2018-02-19 20:33:43,2018-02-19 20:38:55,NA,NA,NA,"mud,sand","< 1","sand",NA,FALSE,NA,NA,NA,NA
"60","HAKAI","CALVERT","MARINEGEO","PRUTH_BAY","PRUTH_BAY_EDGE2",2018-02-19,2,"gillian","ben","11082","seagrass_habitat",4.7,"25 - 30",2018-02-19 20:33:43,2018-02-19 20:38:55,"11082",5,NA,"mud,sand","< 1","sand",NA,TRUE,NA,NA,NA,NA
"61","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2018-02-21,6,"gillian",NA,"11103","seagrass_habitat",6,"0 - 5",2018-02-21 18:39:55,2018-02-21 18:44:07,"11103",6000,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"62","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2018-02-21,6,"gillian",NA,"2018-02-21_CHOKED_PASS_INTERIOR6_5 - 10","seagrass_habitat",6.2,"5 - 10",2018-02-21 18:39:55,2018-02-21 18:44:07,NA,NA,NA,"sand,shell hash","1 - 2","seagrass",NA,FALSE,NA,NA,NA,NA
"63","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2018-02-21,6,"gillian",NA,"2018-02-21_CHOKED_PASS_INTERIOR6_10 - 15","seagrass_habitat",6,"10 - 15",2018-02-21 18:39:55,2018-02-21 18:44:07,NA,NA,NA,"sand,shell hash","< 1","seagrass",NA,FALSE,NA,NA,NA,NA
"64","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2018-02-21,6,"gillian",NA,"10868","seagrass_habitat",6,"15 - 20",2018-02-21 18:39:55,2018-02-21 18:44:07,"10868",4,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"65","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2018-02-21,6,"gillian",NA,"2018-02-21_CHOKED_PASS_INTERIOR6_20 - 25","seagrass_habitat",6.5,"20 - 25",2018-02-21 18:39:55,2018-02-21 18:44:07,NA,NA,NA,"sand,shell hash","< 1","seagrass",NA,FALSE,NA,NA,NA,NA
"66","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR6",2018-02-21,6,"gillian",NA,"11101","seagrass_habitat",6.5,"25 - 30",2018-02-21 18:39:55,2018-02-21 18:44:07,"11101",1000,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,NA,NA,NA,NA
"67","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-07-06,4,"gillian","kyle","2651","seagrass_habitat",7.7,"0 - 5",2017-07-06 21:02:41,2017-07-06 21:13:50,"2651",911,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des",NA,NA,NA
"68","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-07-06,4,"gillian","kyle","2017-07-06_CHOKED_PASS_INTERIOR4_5 - 10","seagrass_habitat",7.5,"5 - 10",2017-07-06 21:02:41,2017-07-06 21:13:50,NA,NA,NA,"sand,shell hash","< 1","seagrass",NA,FALSE,"des",NA,NA,NA
"69","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-07-06,4,"gillian","kyle","2360","seagrass_habitat",7.5,"10 - 15",2017-07-06 21:02:41,2017-07-06 21:13:50,"2360",712,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des",NA,NA,NA
"70","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-07-06,4,"gillian","kyle","2017-07-06_CHOKED_PASS_INTERIOR4_15 - 20","seagrass_habitat",7.4,"15 - 20",2017-07-06 21:02:41,2017-07-06 21:13:50,NA,NA,NA,"sand,shell hash","< 1","seagrass",NA,FALSE,"des",NA,NA,NA
"71","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-07-06,4,"gillian","kyle","2738","seagrass_habitat",7.4,"20 - 25",2017-07-06 21:02:41,2017-07-06 21:13:50,"2738",306,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des",NA,NA,NA
"72","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_INTERIOR4",2017-07-06,4,"gillian","kyle","17002","seagrass_habitat",7.5,"25 - 30",2017-07-06 21:02:41,2017-07-06 21:13:50,"17002",314,NA,"sand,shell hash","< 1","seagrass",NA,TRUE,"des",NA,NA,NA
"73","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2018-06-19,2,"angeleen","zach","11176","seagrass_habitat",5.9,"0 - 5",2018-06-19 21:36:39,2018-06-19 21:41:45,"11176",3561,NA,"sand,shell hash","< 1","sand",NA,TRUE,"des",NA,NA,"1: 0% flowering"
"74","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2018-06-19,2,"angeleen","zach","2018-06-19_CHOKED_PASS_EDGE2_5 - 10","seagrass_habitat",4.7,"5 - 10",2018-06-19 21:36:39,2018-06-19 21:41:45,NA,NA,NA,"sand,shell hash","< 1","sand",NA,FALSE,"des",NA,NA,"1: 1% flowering"
"75","HAKAI","CALVERT","MARINEGEO","CHOKED_PASS","CHOKED_PASS_EDGE2",2018-06-19,2,"angeleen","zach","10949","seagrass_habitat",5.949,"10 - 15",2018-06-19 21:36:39,2018-06-19 21:41:45,"10949",3555,NA,"sand,shell hash","< 1","sand",NA,TRUE,"des",NA,NA,"1: 1% flowering"
