eventID,eventDate,decimalLatitude,decimalLongitude,geodeticDatum,minimumDepthInMeters,maximumDepthInMeters,samplingProtocol
DE174N1,2015-06-11,50.30806,-125.32972,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE175N1,2015-06-11,50.19017,-125.14437,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE182N1,2015-06-13,50.19051,-125.1444,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE183N2,2015-06-14,50.30767,-125.33023,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE184N1,2015-06-14,50.347410000000004,-125.45333,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE192N3,2015-06-16,50.34866,-125.44482000000001,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE194N1,2015-06-17,50.32119,-125.03856,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE198N2,2015-06-18,50.34829,-125.45001,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE199N1,2015-06-18,50.30819,-125.32694,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE201N1,2015-06-19,50.09809,-125.27142,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE205N2,2015-06-20,50.34758,-125.4553,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE206N1,2015-06-20,50.30597,-125.33588,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE212N2,2015-06-22,50.44949,-125.32427,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE214N1,2015-06-22,50,-125,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE217N2,2015-06-23,50.10264,-125.27585,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE218N1,2015-06-24,50.44045,-125.27069,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE219N1,2015-06-24,50.34969,-125.44451,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE220N1,2015-06-24,50.30698,-125.3259,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE221N1,2015-06-27,50.30702,-125.33509,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE225N1,2015-06-29,50.34844,-125.44666,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE226N2,2015-06-29,50.30764,-125.33348,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE231N2,2015-07-02,50.30377,-125.33768,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE234N1,2015-07-05,50.34874,-125.44617,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE236N1,2015-07-06,50.30641,-125.31584,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE237N1,2015-07-06,50.34825,-125.44895,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE238N1,2015-07-07,50.34797,-125.45584,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE239N2,2015-07-07,50.3079,-125.32955,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE240N1,2015-07-14,50.30717,-125.33303,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE241N1,2015-07-14,50.34811,-125.454,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE255N2,2016-05-13,50.023957,-124.914675,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE258N1,2016-05-13,49.9865,-125.162953,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE259N1,2016-05-14,50.237386,-125.12002,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE260N1,2016-05-14,50.32113,-125.040588,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE261N1,2016-05-14,50.19304,-125.136573,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE263N1,2016-05-15,50.243454,-125.398108,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE267N1,2016-05-16,50.393263,-125.373514,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE269N2,2016-05-18,50.020465,-124.917743,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE274N1,2016-05-19,50.319977,-125.042165,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE275N1,2016-05-19,50.241361,-125.119113,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE276N1,2016-05-19,50.191099,-125.138578,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE277N1,2016-05-23,50.30908,-125.325703,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE278N1,2016-05-23,50.274701,-125.377445,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE279N2,2016-05-23,50.224106,-125.395004,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE282N1,2016-05-24,50.392115,-125.374782,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE287N1,2016-05-26,50.190737,-125.143169,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE288N1,2016-05-27,50.243773,-125.397476,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE290N2,2016-05-27,50.304166,-125.333511,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE292N1,2016-06-01,50.308769,-125.326765,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE293N1,2016-06-01,50.274055,-125.328828,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE294N1,2016-06-01,50.24565,-125.396035,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE295N1,2016-06-02,50.347739,-125.45463,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE296N1,2016-06-02,50.386065,-125.376067,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE297N1,2016-06-02,50.462513,-125.368231,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE299N1,2016-06-03,50.239953,-125.126574,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE300N1,2016-06-03,50.190887,-125.143416,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE301N1,2016-06-07,50.30436,-125.332956,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE302N1,2016-06-07,50.242671,-125.398265,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE303N1,2016-06-08,50.347862,-125.455554,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE305N2,2016-06-08,50.461604,-125.368943,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE307N1,2016-06-09,50.31794,-125.050807,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE308N1,2016-06-09,50.190683,-125.143138,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE310N2,2016-06-11,50.021998,-124.916211,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE315N1,2016-06-13,50.391225,-125.365332,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE320N1,2016-06-14,50.235322,-125.39888,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE321N1,2016-06-14,50.275083,-125.381356,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE322N1,2016-06-14,50.307203,-125.332605,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE327N2,2016-06-16,50.191383,-125.143884,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE327N1,2016-06-16,50.191383,-125.143884,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE329N2,2016-06-21,50.30661,-125.335266,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE335N2,2016-06-22,50.382455,-125.373533,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE338N1,2016-06-22,50.458706,-125.365059,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE341N1,2016-06-23,50.24043,-125.119941,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE344N1,2016-06-24,49.997783,-125.15945,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE352N1,2016-06-30,50.378699,-125.373927,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE353N1,2016-06-30,50.348081,-125.455923,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE355N1,2016-06-30,50.462531,-125.359047,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE360N1,2016-07-06,50.275178,-125.378066,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE361N2,2016-07-06,50.307066,-125.322977,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE364N1,2017-05-23,50.18049002,-125.330849,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE365N1,2017-05-25,50.309067,-125.3257,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE366N1,2017-05-26,50.17999062,-125.0189455,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE367N1,2017-05-29,50.309278,-125.320699,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE368N1,2017-05-31,50.301803,-125.03049,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE369N1,2017-06-01,50.305482,-125.024803,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE370N1,2017-06-05,50.274875,-125.376937,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE371N1,2017-06-07,50.307761,-125.325384,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE372N1,2017-06-12,50.3041,-125.33841,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE376N1,2017-06-13,50.274596,-125.377527,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE377N1,2017-06-19,50.236254,-125.398402,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE378N1,2017-06-20,50.304561,-125.337253,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE373N2,2017-06-26,50.297362,-125.339472,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE373N1,2017-06-26,50.29725,-125.338485,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE374N1,2017-06-28,50.434701,-125.26607,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE379N1,2017-07-04,50.237837,-125.396111,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE375N1,2017-07-04,50.27485,-125.377707,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE380N1,2017-07-05,50.307981,-125.320206,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
DE381N1,2017-07-10,50.305134,-125.337052,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE101N1,2015-05-20,50.50535,-126.24163,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE102N2,2015-05-21,50.47479,-126.03259,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE104N1,2015-05-22,50.45614,-126.11933,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE105N2,2015-05-22,50.48078,-126.41037,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE106N4,2015-05-22,50.52222,-126.39167,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE107N2,2015-05-23,50.54648,-126.67096,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE108N2,2015-05-23,50.54039,-126.78096,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE109N3,2015-05-23,50.55787,-126.73532,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE110N2,2015-05-24,50.60101,-126.70394,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE112N1,2015-05-24,50.47696,-126.0273,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE113N1,2015-05-25,50.49853,-126.21348,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE114N1,2015-05-25,50.52363,-126.39046,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE115N1,2015-05-25,50.48103,-126.41291,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE116N1,2015-05-26,50.45622,-126.11838,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE117N2,2015-05-26,50.54672,-126.67256,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE118N1,2015-05-26,50.53989,-126.78256,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE119N1,2015-05-27,50.55951,-126.75326,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE122N2,2015-05-27,50.53957,-126.7781,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE123N3,2015-05-28,50.57078,-126.70066,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE126N1,2015-05-29,50.4838,-126.01069,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE128N2,2015-05-30,50.50733,-126.24336,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE129N3,2015-05-30,50.45679,-126.16458,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE131N1,2015-05-30,50.48405,-126.3987,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE132N1,2015-05-31,50.52152,-126.40028,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE133N1,2015-05-31,50.54605,-126.66218,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE134N1,2015-05-31,50.53808,-126.77494,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE136N1,2015-06-01,50.60051,-126.70319,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE137N1,2015-06-01,50.57871,-126.72129,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE138N1,2015-06-01,50.55853,-126.73145,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE139N1,2015-06-02,50.50763,-126.24218,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE140N1,2015-06-02,50.45649,-126.16619,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE142N1,2015-06-03,50.48189,-126.01128,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE143N1,2015-06-03,50.48072,-126.40915,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE145N1,2015-06-03,50.53944,-126.78254,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE146N1,2015-06-04,50.52232,-126.39556,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE147N1,2015-06-04,50.54216,-126.63511,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE148N3,2015-06-04,50.5956,-126.69022,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE149N1,2015-06-05,50.55855,-126.73248,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE150N1,2015-06-05,50.56784,-126.69728,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE152N1,2015-06-06,50.45987,-126.16961,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE154N1,2015-06-07,50.47794,-126.02803,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE155N1,2015-06-07,50.49983,-126.20581,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE157N2,2015-06-07,50.47923,-126.41485,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE159N1,2015-06-07,50.539,-126.7781,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE160N1,2015-06-08,50.52411,-126.39107,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE161N1,2015-06-08,50.54418,-126.63202,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE162N1,2015-06-08,50.57687,-126.72184,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE163N1,2015-06-09,50.59537,-126.69062,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE165N1,2015-06-11,50.50008,-126.20937,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE166N1,2015-06-11,50.45951,-126.16958,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE168N1,2015-06-12,50.47959,-126.02629,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE171N2,2015-06-13,50.53988,-126.78291,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE172N4,2015-06-14,50.47679,-126.02843,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE173N1,2015-06-14,50.45698,-126.16944,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE174N1,2015-06-14,50.49881,-126.21349,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE175N1,2015-06-15,50.52618,-126.38632,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE176N2,2015-06-15,50.48035,-126.41265,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE177N2,2015-06-15,50.54719,-126.67487,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE178N1,2015-06-15,50.55792,-126.73617,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE179N1,2015-06-16,50.58185,-126.71983,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE180N2,2015-06-16,50.59549,-126.69036,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE181N2,2015-06-16,50.54327,-126.81252,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE182N1,2015-06-17,50.52491,-126.38617,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE183N1,2015-06-17,50.47943,-126.41631,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE184N1,2015-06-17,50.5463,-126.66727,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE185N1,2015-06-18,50.47909,-126.02584,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE186N1,2015-06-18,50.45747,-126.16879,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE187N1,2015-06-18,50.49921,-126.20961,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE188N1,2015-06-18,50.58086,-126.72272,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE189N2,2015-06-19,50.54362,-126.81951,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE190N1,2015-06-19,50.55814,-126.73386,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE191N1,2015-06-19,50.60263,-126.70188,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE192N1,2015-06-20,50.5194,-126.40831,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE193N1,2015-06-20,50.48001,-126.41469,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE195N1,2015-06-20,50.45804,-126.16997,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE196N1,2015-06-21,50.4763,-126.02838,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE197N1,2015-06-21,50.49608,-126.21645,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE198N2,2015-06-21,50.55821,-126.73327,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE199N2,2015-06-23,50.54774,-126.67774,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE200N1,2015-06-23,50.58209,-126.71978,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE201N3,2015-06-23,50.60237,-126.70219,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE202N1,2015-06-23,50.54414,-126.81843,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE203N1,2015-06-24,50.47705,-126.02871,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE204N2,2015-06-24,50.45524,-126.11718,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE205N1,2015-06-24,50.49837,-126.21404,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE206N2,2015-06-24,50.4787,-126.41567,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE207N2,2015-06-27,50.55961,-126.7542,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE208N2,2015-06-27,50.58165,-126.71952,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
JE209N1,2015-06-27,50.5438,-126.81988,EPSG:4326 WGS84,0,9,http://dx.doi.org/10.21966/1.566666
